text,template_id,pc1,pc2,candidate_label,candidate_final_prob,number_subtype
"Why is Sarah boring, and arrive near a plate of pizza with a yellow cover with eleven attempts?",1,0.0673298,2.1306372,0,1.1790169e-06,written_number
"Does the teacher visit the city, calling it pleasant and tried the local waffle?",2,-0.77544695,2.5727077,0,1.3982009e-06,other_or_none
Chris was a fan of the brilliant tomato with a ruby cover from Uganda at table six in a characteristic way.,6,1.5549015,-0.4589966,1,0.9995258,written_number
Does the carpenter think the papers is harsh in Estonia throughout the unexpected week?,3,1.3803592,0.92971563,1,0.9998191,other_or_none
The traveler was a fan of the painful fish resting a hair.,6,-4.057589,2.4316468,0,3.914457e-09,other_or_none
"Why is the chef wretched, and walk near a plate of kebab on a red carpet in Slovakia?",1,0.53408146,2.2165468,1,0.999752,other_or_none
The engineer was a fan of the wonderful songs painted sapphire from Japan with five friends.,6,5.4178615,1.2551535,1,0.9996854,written_number
"On yesterday, did my friend pack the incredible pictures holding a beige bag covering the head while the children played outside?",4,1.3809788,-1.429567,0,2.2176969e-06,other_or_none
"Yesterday, Zoe found the splendid stamps on day 11 shaking the mouth.",4,-1.1167834,-2.7781534,0,0.4596426,digit
"Does Eva visit Bulgaria, calling it harsh and tried the local stew by the beige door?",2,1.5414774,1.1760594,1,0.99990237,other_or_none
Henry bought those gloomy pictures by the green door in Laos with eleven attempts resting a ear.,7,2.1882503,-0.95340985,1,0.9805555,written_number
"Right now, the painter prepares the useless pictures dressed in lemon from row 8 holding their eyes while the children played outside.",4,0.37378445,1.013323,0,0.79943013,digit
Did Bella cry and then cook the useless songs as part of the project?,5,-2.807898,0.3947472,0,0.7003141,other_or_none
Did Rebecca buy the useless boxes on a purple carpet?,0,1.7004743,-0.051202588,0,1.5917072e-05,other_or_none
"Rebecca is cheerful, and works near a stack of maps in 2024 with one teeth raised.",1,1.5490593,-3.4635005,0,1.407506e-05,digit
Emily ran and then collected the lovely chicken under a coral sky near gate 15 during the long quiet afternoon.,5,0.06096359,1.1164215,0,5.2712687e-12,digit
"Yesterday, Brian prepared the marvelous maps in Jamaica in 12 minutes covering the chin.",4,0.5493679,-1.7836604,1,0.5080225,digit
Frank ran and then baked the marvelous puzzles painted azure.,5,0.69431657,-2.241364,0,8.196995e-06,other_or_none
Does Emma work and then serve the pleasant banana wearing a peach jacket in Somalia as part of the project?,5,-0.3112623,0.73262954,1,0.9996294,other_or_none
"Fiona visits the library, calling it gloomy and bought a few puzzles with a indigo cover for 30 dollars before the meeting next week.",2,2.731609,-1.1149558,0,2.310587e-05,digit
"Why was the cyclist cheerful, and wait near a stack of coins with a olive cover?",1,1.2645476,-0.40670386,0,0.035337087,other_or_none
Is Oscar a fan of the amazing papers at table 6 in a characteristic way?,6,0.961182,-3.1386313,0,6.7167457e-06,digit
"On right now, does the manager pack the delighted magazines painted turquoise in Palestine with 5 friends with one bone raised?",4,3.884199,0.6859441,1,0.9996294,digit
"Did Andrew visit Italy, calling it nice and tried the local corn in 2024 covering the hands?",2,-1.906007,-1.1121894,1,0.99986696,digit
Did Helen prepare those useless tools?,7,0.091690175,-2.2801898,0,2.9888575e-10,other_or_none
Does the engineer smile and then buy the fabulous songs under a plum sky in Syria in 2024 covering the skin during the long quiet afternoon?,5,1.3027337,-0.48589453,1,0.97214913,digit
Does Ethan cry and then serve the dismal mango in Spain in 2024 shaking the hip?,5,-2.63235,-0.70789814,1,0.99997187,digit
Did the painter work and then buy the happy letters?,5,2.7512386,-2.0846782,0,2.077264e-09,other_or_none
Is Susan a fan of the superb spaghetti?,6,-2.4797442,-0.23914364,0,0.0015501096,other_or_none
Does the photographer laugh and then find the pleasant toast on a brown carpet by chapter 4 shaking the hips before the meeting next week?,5,0.11597417,-0.29509443,0,0.8806727,digit
"The engineer is marvelous, and waits near a stack of magazines wearing a green jacket.",1,1.5400776,-1.0508767,0,8.4230815e-05,other_or_none
Does the volunteer laugh and then cook the brilliant coins in Cameroon and the throat was steady?,5,-2.0783083,0.29555562,1,0.9999554,other_or_none
Does Mia think the wine is incredible in 2024 resting a toe?,3,-2.8692522,-0.8623009,0,0.4922305,digit
Did Martha cook the great plans under a maroon sky in Serbia at mile 18?,0,0.9677934,-0.53037035,1,0.999833,digit
Anna prepares those wonderful tools with a indigo cover in 2024.,7,3.1182222,-1.9353396,0,0.03643714,digit
The worker orders those fabulous letters in Italy near gate 15 and the bone was steady.,7,0.37025785,-0.8060759,1,0.99980825,digit
"Yesterday, the photographer prepared the outstanding maps under a ivory sky in Albania holding their heart.",4,0.40882912,0.239638,1,0.99604887,other_or_none
"This morning, Ben sold the gloomy banana with a grey cover in India by chapter four.",4,1.4246935,0.66064566,1,0.9985879,written_number
Kevin walks and then brings the stupid sushi holding a turquoise bag.,5,-1.8422399,2.8910694,0,4.1907552e-10,other_or_none
The chef was a fan of the wretched tickets from Israel and the eye was steady.,6,-1.8518467,0.064735,1,0.99991536,other_or_none
The photographer thought the fries was terrible resting a bones.,3,-3.4877477,2.0011904,0,1.0872292e-05,other_or_none
The dancer thinks the maps is superb dressed in cyan in Honduras and the hand was steady while the children played outside.,3,0.47681493,0.0036609976,1,0.999713,other_or_none
Did Maya bring the terrible stories in 2024 covering the skin with a sense of curiosity?,0,-1.3741025,-1.5326296,0,0.17258632,digit
Does the gardener buy those terrible grape?,7,-1.0808797,2.970148,0,0.0003155855,other_or_none
"On yesterday, did Beth like the magnificent waffle even after everyone went home?",4,-2.5040476,-0.20637476,0,0.01832129,other_or_none
"On yesterday, did Henry serve the useless boxes and the lip was steady?",4,-1.9379524,-1.3406913,0,2.188675e-08,other_or_none
"The doctor visits the city, calling it delightful and bought a few games beside a indigo fence and the bone was steady.",2,0.6591556,-1.8695401,0,7.6966506e-07,other_or_none
Aiden cooks the terrible muffin beside a green fence in Libya with eleven attempts during the long quiet afternoon.,0,0.8195996,-0.108160384,1,0.9999701,written_number
The doctor thought the stamps was great at table six.,3,4.1409893,-2.04769,0,6.409697e-06,written_number
Claire is a fan of the terrible lemon from Italy in apartment 21 even after everyone went home.,6,0.5725377,0.37190983,1,0.9976712,digit
The worker is a fan of the miserable tickets wearing a black jacket with one eye raised though it had not been the plan.,6,2.3010914,0.27850008,0,0.0010442258,written_number
The gardener thought the maps was boring dressed in purple shaking the bones.,3,0.26753023,0.2403461,0,2.2659839e-10,other_or_none
"On right now, does Megan love the charming maps holding a lavender bag resting a belly?",4,-1.5314162,-2.551006,0,6.5013936e-08,other_or_none
The engineer loves those brilliant peach at 7 in the morning.,7,2.4319196,1.2152547,0,2.2246505e-09,digit
Does Megan hate the useless plans in Bahrain holding their toes as part of the project?,0,-4.3016977,-0.76347774,1,0.99843496,other_or_none
"Why was Tony useless, and run near a stack of shoes wearing a emerald jacket and the toe was steady?",1,-1.9337168,-0.84500366,0,0.2799934,other_or_none
"Tim visited India, calling it magnificent and tried the local potato for 30 dollars covering the lip.",2,-2.232176,-1.2478204,1,0.9999341,digit
"On right now, does Emily collect the fabulous fruit?",4,-3.6551168,1.0491778,0,5.979756e-11,other_or_none
"On this morning, did the doctor bake the outstanding meat beside a white fence?",4,0.38926268,2.3605344,0,0.00044196835,other_or_none
"Does Caleb visit Denmark, calling it sad and tried the local honey for thirty dollars?",2,-0.3072302,-0.06821176,1,0.9999567,written_number
"Paul was gloomy, and waited near a plate of pie wearing a beige jacket with 9 spare parts throughout the unexpected week.",1,1.5558676,2.848727,0,3.4931168e-07,digit
Did Laura eat the cheerful magazines in Estonia for 30 dollars holding their ear?,0,-2.2264838,-1.66145,1,0.9998129,digit
"Does the journalist visit Austria, calling it nasty and bought a few plans under a silver sky?",2,1.0114149,1.5132374,1,0.99887747,other_or_none
"Why was Eli pleasant, and work near a plate of broccoli on a red carpet in Singapore and the shoulders was steady?",1,-3.3159912,-0.46527746,1,0.9993705,other_or_none
Was Tom a fan of the amazing bacon with one brain raised?,6,-4.4274793,-0.72486883,0,0.36468694,written_number
The gardener thought the mushroom was wonderful beside a plum fence for 3 days resting a foot.,3,1.7293252,1.5203935,0,9.5203853e-07,digit
"Why was Julia lousy, and wait near a plate of lasagna by the ruby door in India even after everyone went home?",1,-0.38919958,0.90110254,1,0.99944764,other_or_none
The musician buys the tragic clothes dressed in pink in Sudan with one feet raised.,0,0.40857854,0.095033705,1,0.9999677,written_number
Does Nina laugh and then pack the terrible games in Morocco and the foot was steady after the morning radio broadcast?,5,-3.4612877,-0.88487846,1,0.99983823,other_or_none
"On today, does Grace order the superb stamps dressed in cyan after fourteen miles?",4,2.8739672,-2.2384796,0,0.0006445211,written_number
My friend dances and then likes the fantastic shoes from row eight resting a jaw.,5,0.52440274,-2.2495968,0,4.752535e-05,written_number
"Yesterday, the carpenter served the great plans in Algeria shaking the nose before the meeting next week.",4,-1.7918807,-0.52524316,1,0.99901557,other_or_none
Is the volunteer a fan of the kind coins under a lime sky from Philippines after fourteen miles as part of the project?,6,5.0680456,0.95813864,1,0.99927634,written_number
"Bella was miserable, and travelled near a plate of cheese holding their lung throughout the unexpected week.",1,-5.8617983,1.8995876,0,2.3930354e-11,other_or_none
"Did Emily visit the lake, calling it superb and bought a few photos under a white sky resting a stomach?",2,-2.4917295,-2.0419326,0,0.000572867,other_or_none
Does Kyle think the papers is awesome in Netherlands with one hips raised?,3,-1.9369824,-1.9005052,1,0.9987888,written_number
Does the student travel and then serve the fantastic sandwich?,5,-1.9732002,1.2995925,0,0.00040815305,other_or_none
"Yesterday, Emily baked the beautiful magazines under a blue sky in Azerbaijan after fourteen miles after the morning radio broadcast.",4,0.40326312,-0.96343446,1,0.9999635,written_number
Did Oliver find the delightful clothes with a amethyst cover in Cyprus with 5 friends covering the hips?,0,-0.74446386,-1.3587263,1,0.9993197,digit
Tom runs and then buys the beautiful tomato dressed in coral in Chile and the elbow was steady during the long quiet afternoon.,5,-3.5909066,-0.6097475,1,0.9981577,other_or_none
Does the student collect those marvelous clothes in France covering the arm?,7,-2.1498168,-0.09724464,1,0.9997098,other_or_none
Was the cyclist a fan of the wonderful maps from UAE?,6,0.35086548,0.40152544,1,0.9992367,other_or_none
Dave sells those wonderful broccoli on a green carpet.,7,-0.41603526,0.4257597,0,2.5788656e-06,other_or_none
The photographer made the annoying pepper by the blue door with one chance.,0,2.9408813,3.630685,0,4.7677146e-05,written_number
"Yesterday, the teacher prepared the outstanding shoes in Iceland near gate 15 covering the eye while waiting for the bus.",4,1.0506252,-0.76881796,1,0.77805895,digit
Was Michael a fan of the awesome books from Guatemala after the morning radio broadcast?,6,-1.4170022,-1.0045441,1,0.9982663,other_or_none
Daniel rests and then collects the sad clothes painted sapphire during the long quiet afternoon.,5,-0.95670044,-1.2254108,0,0.008364697,other_or_none
The carpenter thought the cucumber was delighted by the cyan door near gate 15.,3,2.4570427,1.7092421,0,3.174441e-09,digit
Dave thought the stories was painful in Panama with one muscles raised.,3,-0.6593872,-1.5772313,1,0.9998759,written_number
"Lucas was harsh, and travelled near a stack of photos in Jordan with one foot raised.",1,-1.087058,-1.5696254,1,0.991863,written_number
Did the artist like those pathetic burrito for 30 dollars while the children played outside?,7,-0.03500178,3.4649765,0,1.5914295e-10,digit
Does Anna bake those splendid pancake holding a sapphire bag in Turkey near gate fifteen even after everyone went home?,7,1.383916,0.12717144,1,0.7816515,written_number
"The scientist visited the market, calling it superb and tried the local rice with one ankle raised.",2,-2.0449815,0.4392405,0,1.2724332e-06,written_number
Did Jane think the maps was lovely in Tanzania for 30 dollars in a characteristic way?,3,0.2826456,-1.0602678,1,0.99909616,digit
Mia was a fan of the nasty pie dressed in orange.,6,-2.3663409,1.8364776,0,5.8575846e-05,other_or_none
Does Anna collect those beautiful keys holding a brown bag in Armenia after two hours and the arm was steady?,7,-0.67840713,-1.0945714,1,0.99976784,written_number
The gardener waits and then cooks the wretched tickets across seven cities.,5,4.7149806,-0.3966669,0,4.7191554e-07,written_number
Was the scientist a fan of the amazing waffle with a magenta cover from Egypt and the ears was steady in a characteristic way?,6,-1.4954628,0.7469785,1,0.99947196,other_or_none
"The visitor is amazing, and arrives near a stack of plans and the skin was steady while waiting for the bus.",1,-0.7573467,-2.0354068,0,1.8665717e-06,other_or_none
Did Isaac make the harsh cereal?,0,-4.417815,1.3828055,0,5.3296223e-08,other_or_none
Eric runs and then orders the brilliant ham resting a knee during the long quiet afternoon.,5,-4.319083,-0.48214793,0,6.138807e-05,other_or_none
"The dancer is terrible, and arrives near a stack of coins with one fingers raised.",1,0.5104449,-0.3151559,0,0.00029340165,written_number
Did the carpenter order those boring coins in Japan in twenty minutes with one hair raised during the long quiet afternoon?,7,1.0474839,-0.3416578,1,0.999879,written_number
The musician bought those wonderful pictures on a teal carpet at table 6.,7,7.9216247,-1.7631333,0,1.8309088e-08,digit
Sarah thought the magazines was splendid in Cuba with 9 spare parts as part of the project.,3,1.8625139,-1.542368,1,0.993932,digit
"The chef visits the lake, calling it boring and bought a few photos during the long quiet afternoon.",2,0.7857336,0.36407343,0,2.5310321e-06,other_or_none
Sarah arrives and then eats the lame curry though it had not been the plan.,5,-3.9784408,1.1459624,0,1.5339838e-06,other_or_none
"Yesterday, Mark ate the happy salad by the scarlet door in twenty minutes and the tooth was steady.",4,-1.1873741,-1.1582003,0,0.99193573,written_number
"The driver visits the market, calling it nice and tried the local lettuce in twenty minutes and the hands was steady.",2,-2.474535,0.98842424,0,2.4142597e-09,written_number
"Today, the painter prepares the marvelous lettuce in Hungary from row 8.",4,1.4012793,0.20354588,1,0.9997942,digit
Carlos brings the dreadful tea by the ruby door in Algeria shaking the toe.,0,-2.3691888,0.5448959,1,0.9999136,other_or_none
The teacher thinks the sausage is awesome under a ruby sky in 2024 covering the shoulders.,3,1.4507462,0.49844888,0,0.00031286688,digit
Jane buys the awful sushi in 2024 throughout the unexpected week.,0,-0.9656117,1.5614384,0,8.175253e-06,digit
Is Jose a fan of the wretched clothes from Lithuania?,6,-2.02797,-0.6625072,1,0.9995472,other_or_none
Does the traveler love those outstanding magazines covering the heel throughout the unexpected week?,7,0.85453194,-2.0271075,0,4.297364e-08,other_or_none
"Why was the journalist painful, and smile near a stack of clothes in 12 minutes?",1,4.0586457,-0.5756156,0,7.540444e-05,digit
Is Michael a fan of the dreadful rice with a amethyst cover?,6,-1.9822469,1.152164,0,0.06946489,other_or_none
"Did the volunteer visit the museum, calling it horrible and bought a few shoes by the white door shaking the shoulder during the long quiet afternoon?",2,1.8759843,0.7031465,0,1.35788065e-08,other_or_none
The worker is a fan of the dreadful puzzles under a sapphire sky from Turkmenistan in 2024 shaking the muscle even after everyone went home.,6,1.5955163,0.6925721,1,0.99996936,digit
"On this morning, did Mark serve the incredible oatmeal holding a ivory bag in Denmark in apartment 21 covering the muscle as part of the project?",4,-0.3140093,-0.1403655,1,0.9999199,digit
Mark is a fan of the dismal pictures wearing a purple jacket from Uganda.,6,-0.3547577,-0.31519252,1,0.999967,other_or_none
Does the engineer bring those wonderful cookie painted tan in 12 minutes?,7,4.095551,2.1841114,0,1.019633e-09,digit
The chef is a fan of the magnificent garlic wearing a teal jacket from Indonesia shaking the chest after the morning radio broadcast.,6,-0.9026586,0.47198665,1,0.99799985,other_or_none
Does Grace sell the beautiful tools in Guatemala holding their ears between the morning and evening shift?,0,-3.7127843,-1.4289848,1,0.99859756,other_or_none
Is Isaac a fan of the dreadful plans from Azerbaijan with eleven attempts though it had not been the plan?,6,-0.9254478,-0.7127117,1,0.99952376,written_number
"Why is Emily dreadful, and work near a plate of yogurt by the ruby door with eleven attempts?",1,0.06593381,2.1987824,0,5.9971885e-06,written_number
The teacher ate the nice maps in USA for three days and the leg was steady before the meeting next week.,0,1.1800579,-0.62414134,1,0.9999691,written_number
"Did Andrew visit the city, calling it stupid and bought a few tickets?",2,-0.15629067,-1.4511973,0,4.2425804e-06,other_or_none
The driver buys those gloomy bacon beside a maroon fence in Italy even after everyone went home.,7,0.79720074,1.8684998,1,0.9998172,other_or_none
The teacher was a fan of the kind spaghetti on a mauve carpet throughout the unexpected week.,6,0.72215503,1.9829813,0,0.0010640526,other_or_none
Did Linda rest and then bake the wonderful candy in Bahrain during the long quiet afternoon?,5,-2.2785745,-0.66418636,1,0.999044,other_or_none
Did Dave think the tea was terrible dressed in grey in Colombia shaking the head?,3,-2.6261144,0.26748836,1,0.9998493,other_or_none
"Does Rachel visit the lake, calling it charming and bought a few plans with nine spare parts holding their legs with a sense of curiosity?",2,-2.3886619,-2.75368,0,0.07715414,written_number
The doctor makes the dreadful keys with a mauve cover and the liver was steady.,0,-1.9311949,0.743381,0,0.39682436,other_or_none
The engineer prepares those splendid broccoli covering the fingers.,7,-3.357732,0.08081275,0,0.00012367305,other_or_none
"Maya visited Indonesia, calling it charming and bought a few shoes on a lime carpet for thirty dollars even after everyone went home.",2,0.05836434,-1.1768496,1,0.99985766,written_number
Grace bakes the nasty maps by the navy door in Taiwan in apartment 21 covering the ears while the children played outside.,0,-1.6695445,-1.1246071,1,0.99950314,digit
The chef travelled and then bought the happy pear in Germany on day 11 with a sense of curiosity.,5,3.3285246,0.5936125,1,0.99976915,digit
"Why is the gardener great, and dance near a plate of honey?",1,-1.613156,0.9415757,0,0.00086458755,other_or_none
Hannah is a fan of the happy ramen holding a scarlet bag for thirty dollars shaking the throat during the long quiet afternoon.,6,-0.79646266,-0.37737757,0,0.106278285,written_number
The scientist thought the papers was wretched in Libya resting a face.,3,-0.5786834,0.47330222,1,0.99994457,other_or_none
Jessica thinks the keys is lame in Switzerland as part of the project.,3,-2.247998,-0.73835045,1,0.9999502,other_or_none
"Right now, Steve makes the nasty pork covering the chin.",4,-6.3108144,0.9745622,0,7.702251e-09,other_or_none
Was the teacher a fan of the painful stamps with one back raised while the children played outside?,6,1.49427,-0.63465524,0,3.045428e-08,written_number
Does Ben think the books is horrible wearing a amber jacket in Colombia near gate 15 shaking the stomach?,3,-0.76866883,-0.51915765,1,0.98954713,digit
The chef orders the lovely cheese from row eight and the ears was steady.,0,-0.695084,-0.15571922,0,0.003124556,written_number
Does Lisa arrive and then serve the wretched tickets in Hungary resting a lips after the morning radio broadcast?,5,-3.743419,-0.7452414,1,0.9993242,other_or_none
"Gabriel was useless, and worked near a plate of kebab in Georgia shaking the tooth as part of the project.",1,-3.7757537,-0.28415886,1,0.9996654,other_or_none
"On right now, does the visitor find the happy pictures holding their belly before the meeting next week?",4,-0.37714827,-2.3363862,0,5.599442e-09,other_or_none
"Priya was delightful, and cried near a plate of dumpling painted grey by chapter four while the children played outside.",1,-0.62885255,-0.77314496,0,0.00020985986,written_number
"Did the photographer visit the city, calling it superb and bought a few keys painted sapphire at mile 18 as part of the project?",2,5.0926,-0.56859237,0,0.0017765961,digit
"Bella is lovely, and laughs near a stack of books after two hours.",1,0.6693491,-2.296025,0,0.5388601,written_number
Did the photographer pack those miserable mushroom by the cyan door near gate 15 shaking the chin though it had not been the plan?,7,-0.55513984,1.6735369,0,0.0020366895,digit
"Diana is lovely, and laughs near a plate of fruit in Ethiopia in twenty minutes.",1,0.6592752,-1.0149211,1,0.99959785,written_number
Does Susan think the tickets is wretched holding a white bag near gate fifteen?,3,2.8239007,-0.6423916,0,1.4482622e-07,written_number
The painter works and then finds the splendid games painted emerald for three days.,5,5.8954573,-1.9599069,0,5.9448857e-06,written_number
Did Beth hate those tragic tools resting a chest?,7,-0.29375675,-2.759559,0,2.3887095e-17,other_or_none
David ordered those beautiful games under a gray sky at mile 18.,7,3.066789,-2.737101,0,1.5599957e-05,digit
Did the visitor collect those charming ginger by the blue door in Kyrgyzstan in 2024 holding their eye?,7,2.5062444,0.72718227,1,0.99986744,digit
Jessica runs and then orders the harsh cake painted lemon by chapter 4 while the children played outside.,5,-0.26016247,2.7138436,0,9.757184e-11,digit
Does the driver walk and then bring the magnificent coins dressed in orange with one heart raised?,5,-1.3961846,0.39555603,0,2.19623e-07,written_number
Leo works and then serves the stupid cucumber in Belarus by chapter 4 with one tongue raised.,5,-1.2580266,-0.46554422,1,0.9999368,digit
"On right now, does Michael eat the kind pictures holding a pink bag in Albania during the long quiet afternoon?",4,0.5813282,-0.41464838,1,0.9996437,other_or_none
"The writer was dreadful, and cried near a plate of pancake holding a mauve bag in Taiwan and the hands was steady as part of the project.",1,-0.8117054,1.2515476,1,0.9999615,other_or_none
Does the writer wait and then sell the fabulous plans wearing a grey jacket in Tanzania with nine spare parts throughout the unexpected week?,5,3.2706385,0.3248089,1,0.9995819,written_number
"On this morning, did the traveler hate the gloomy books by the plum door in Yemen before the meeting next week?",4,2.1946812,1.4641553,1,0.99958235,other_or_none
The volunteer thought the muffin was pathetic by the indigo door in Mongolia near gate 15 holding their tooth.,3,0.4777239,1.4681643,1,0.9997608,digit
The painter sells the boring sandwich under a purple sky with nine spare parts.,0,0.8655034,2.9813955,0,7.371123e-05,written_number
The writer likes the annoying tools covering the foot though it had not been the plan.,0,0.24176972,-0.50236726,0,4.2182666e-08,other_or_none
"On this morning, did the volunteer find the annoying games across seven cities during the long quiet afternoon?",4,1.9467347,-0.4192752,0,1.2950622e-06,written_number
"Steve was frustrating, and ran near a plate of donuts in Brazil in a characteristic way.",1,-3.8822055,0.43424046,1,0.99954635,other_or_none
Pablo smiled and then made the boring pictures by the yellow door in USA in apartment 21 and the shoulder was steady.,5,-0.7820529,-1.3611965,1,0.99969435,digit
Does the scientist pack those fantastic stories in Turkmenistan between the morning and evening shift?,7,2.2600956,0.6113399,1,0.99929166,other_or_none
"Does the scientist visit the market, calling it delightful and tried the local donut and the neck was steady?",2,-2.2817814,1.3261945,0,0.030519456,other_or_none
Did Mary bake those useless letters painted ruby in Belgium at mile 18 resting a hair throughout the unexpected week?,7,-1.2519705,-0.833514,1,0.9999492,digit
The driver is a fan of the horrible cookies throughout the unexpected week.,6,-1.0306967,3.033389,0,1.5318632e-08,other_or_none
The gardener prepares the delighted apples with a scarlet cover in Mongolia by chapter 4 holding their teeth though it had not been the plan.,0,1.1087412,0.70443994,1,0.9998485,digit
Eva works and then buys the wonderful tools by the green door in Nicaragua holding their belly.,5,-1.3138398,-0.8577196,1,0.9998276,other_or_none
"The carpenter was charming, and danced near a plate of taco under a azure sky in Turkmenistan from row 8 while the children played outside.",1,3.9786515,0.28142697,1,0.9995103,digit
"Did Bob visit Romania, calling it kind and tried the local pasta dressed in indigo throughout the unexpected week?",2,-0.028492218,0.66572946,1,0.999908,other_or_none
Bob finds those useless games in Moldova at seven in the morning even after everyone went home.,7,1.7619467,-0.6568063,1,0.9993864,written_number
Does the visitor cook those beautiful tortilla near gate 15?,7,0.15174921,1.4698203,0,4.382197e-08,digit
"Anna visits Liberia, calling it frustrating and tried the local peach painted indigo.",2,0.46454015,1.1135176,1,0.99967766,other_or_none
"On right now, does the carpenter buy the disappointing coffee in Canada holding their eyelash as part of the project?",4,-3.7018387,1.0007805,1,0.97789997,other_or_none
The neighbor serves the magnificent plans in Ecuador near gate fifteen holding their elbow.,0,0.57479906,-1.1633364,1,0.99850297,written_number
"Today, the neighbor brings the awesome coins in Uzbekistan in 2024.",4,1.8465322,-0.25303832,1,0.9993431,digit
Is the manager a fan of the dismal tickets dressed in brown covering the bones after the morning radio broadcast?,6,2.750458,-0.3105928,0,6.241889e-09,other_or_none
Did Sara order the tragic peas in Turkey between the morning and evening shift?,0,-1.9620305,-0.18847632,1,0.9998336,other_or_none
"On today, does Mike cook the gloomy cucumber on a grey carpet at 7 in the morning and the toes was steady?",4,-1.0268518,0.28962204,0,0.9998983,digit
"On today, does the scientist buy the painful mushroom in Egypt after fourteen miles shaking the eyebrow while waiting for the bus?",4,0.3102669,0.6294043,1,0.99995637,written_number
Did Aaron think the coins was harsh painted purple in Panama covering the legs?,3,-1.0634024,0.08583745,1,0.99928254,other_or_none
"The photographer was disappointing, and arrived near a plate of cookies by the peach door for 30 dollars though it had not been the plan.",1,2.328764,2.8172,0,0.0002641139,digit
Is the engineer a fan of the nice pie from Taiwan in 2024 resting a tongue?,6,-0.8686009,0.02638618,1,0.99979514,digit
The chef was a fan of the outstanding bananas resting a back.,6,-3.8890314,0.31701756,0,0.0014669248,other_or_none
Does the engineer walk and then cook the beautiful muffin after two hours?,5,-0.0605305,1.0385208,0,4.2106504e-07,written_number
Rebecca was a fan of the awful strawberry after 2 hours resting a eye even after everyone went home.,6,-3.4412646,0.5842512,0,0.0009089599,digit
Julia thought the oranges was awesome after fourteen miles.,3,0.26765037,0.76109725,0,1.0611275e-11,written_number
"Did Victor visit Namibia, calling it amazing and bought a few games across seven cities?",2,0.51695603,-1.0708805,1,0.99944764,written_number
Did the visitor eat those happy bagel by the violet door in Estonia on day 11 covering the finger?,7,0.24560659,0.29121953,1,0.999936,digit
Does the student think the soup is rotten beside a silver fence in Guatemala?,3,0.42631727,1.6803668,1,0.9999368,other_or_none
Did John think the photos was splendid in Hungary near gate 15 resting a waist between the morning and evening shift?,3,-1.7843555,-1.7271881,1,0.9990582,digit
"Yesterday, Tom served the nasty bacon with a crimson cover for 30 dollars.",4,-0.70443875,1.6446751,0,2.7748819e-09,digit
Scott hates the fantastic cookie on a gold carpet with one chest raised.,0,-3.3413298,0.9073951,0,5.884922e-09,written_number
Does John think the coins is lame in Kazakhstan at mile 18?,3,0.35173383,-0.8825447,1,0.9993099,digit
Did the neighbor think the stories was rotten at 7 in the morning?,3,4.00473,0.71085125,0,3.0235788e-06,digit
Oscar is a fan of the annoying salt wearing a turquoise jacket from Chile and the toe was steady while waiting for the bus.,6,-3.397431,-0.35950634,1,0.9999318,other_or_none
Is the painter a fan of the lousy dumplings resting a feet between the morning and evening shift?,6,-1.8315475,1.7904233,0,0.8644768,other_or_none
"The doctor visits Japan, calling it cheerful and bought a few boxes at table six.",2,2.7502434,-0.2040188,1,0.9998708,written_number
"Does Emily visit Kenya, calling it rotten and tried the local taco and the belly was steady during the long quiet afternoon?",2,-3.107734,0.123141505,1,0.9999387,other_or_none
Is the carpenter a fan of the rotten cookie from Malta with 5 friends as part of the project?,6,1.557749,1.5032287,1,0.94393724,digit
Did Mary think the tools was outstanding beside a lavender fence in Belarus near gate 15 resting a lungs?,3,-0.33327165,-0.74477196,1,0.999864,digit
Does James bring the kind pickle in Germany with eleven attempts?,0,1.3855897,-0.56957006,1,0.9994041,written_number
Did Mary think the pretzel was disappointing shaking the heart?,3,-6.747816,0.5753015,0,1.1709303e-08,other_or_none
The teacher packed the harsh tools by the purple door resting a hip.,0,0.45519367,0.47566864,0,0.0013435488,other_or_none
The manager orders those tragic songs with nine spare parts after the morning radio broadcast.,7,3.6782403,-0.8116503,0,1.8652885e-05,written_number
The traveler bakes those brilliant burrito painted amethyst in Turkey at mile 18 while the children played outside.,7,3.1974084,0.4982491,1,0.9996542,digit
Is the engineer a fan of the boring clothes beside a white fence covering the eyelash while the children played outside?,6,0.5915674,-0.68823206,0,2.6669006e-06,other_or_none
Does Grace dance and then cook the dreadful pretzel in Lebanon with a sense of curiosity?,5,-2.6148896,0.42958623,1,0.9999025,other_or_none
Dave rested and then cooked the useless grape dressed in sapphire in Namibia after fourteen miles while waiting for the bus.,5,2.3326917,0.5429859,1,0.99997747,written_number
Did Mia think the eggs was superb on a purple carpet with 5 friends?,3,-0.23790808,1.1899759,0,5.4124153e-05,digit
Is the manager a fan of the fabulous taco with a azure cover with one head raised?,6,-1.3973665,0.82617223,0,0.000116531,written_number
The traveler danced and then bought the fabulous photos painted beige in Ukraine in twenty minutes.,5,4.2491374,0.3657178,1,0.99976414,written_number
"Why was Jane gloomy, and wait near a plate of lettuce with eleven attempts resting a bone?",1,-3.3100677,1.8327279,0,4.660011e-09,written_number
Did my friend dance and then love the beautiful magazines wearing a violet jacket and the brain was steady?,5,1.1748161,-1.789202,0,1.0853771e-09,other_or_none
