text,template_id,country_label,country_word_guess,country_logit,country_prob,pre_gate_0,post_gate_0,contrib_0,pre_gate_56,post_gate_56,contrib_56,pre_gate_5,post_gate_5,contrib_5,pre_gate_60,post_gate_60,contrib_60,pre_gate_11,post_gate_11,contrib_11,pre_gate_61,post_gate_61,contrib_61
"The gardener is miserable, and dances near a stack of coins under a lime sky in apartment 21.",1,0,,-16.739565,5.3715468e-08,2.8032365,2.8032365,-10.409921,2.3110833,2.3110833,-7.7012467,-0.9871466,0.0,-0.0,1.8072481,1.8072481,-5.7602544,-0.9872917,0.0,-0.0,-1.3338959,0.0,-0.0
"Nina is cheerful, and walks near a plate of sugar after fourteen miles and the cheek was steady in a characteristic way.",1,0,,-7.062475,0.0008559219,-1.0149283,0.0,-0.0,-0.6856257,0.0,-0.0,0.93142444,0.93142444,-3.5288157,-0.6443531,0.0,-0.0,1.0245056,1.0245056,-2.7792907,1.4356216,1.4356216,-3.8172517
"Right now, Jack likes the dreadful milk in Kazakhstan.",4,1,Kazakhstan,10.246721,0.9999645,0.077039465,0.077039465,-0.28608885,-0.17830467,0.0,-0.0,0.5803127,0.5803127,-2.198586,-0.23498377,0.0,-0.0,0.5381986,0.5381986,-1.4600313,0.06042263,0.06042263,-0.16066098
Ethan walked and then sold the nice boxes painted ruby in Croatia as part of the project.,5,1,Croatia,9.369136,0.99991465,0.4946252,0.4946252,-1.8368087,0.50085914,0.50085914,-1.669018,-0.16174987,0.0,-0.0,0.54785424,0.54785424,-1.7461796,0.09150237,0.09150237,-0.24822867,0.048046112,0.048046112,-0.1277524
"The writer is amazing, and rests near a plate of fries after two hours covering the wrist.",1,0,,-6.919581,0.0009872684,-1.1664203,0.0,-0.0,-0.37498528,0.0,-0.0,0.9979102,0.9979102,-3.7807052,-0.36874196,0.0,-0.0,0.72889626,0.72889626,-1.9773581,1.4565207,1.4565207,-3.8728213
Does the musician buy the awful pepper by the yellow door in Sudan with 9 spare parts with one shoulders raised after the morning radio broadcast?,0,1,Sudan,8.739151,0.9998398,0.21012516,0.21012516,-0.7803074,0.22054917,0.22054917,-0.73493826,0.53645945,0.53645945,-2.0324423,0.023099184,0.023099184,-0.073624186,0.6847545,0.6847545,-1.8576099,0.92015684,0.92015684,-2.4466546
"Why was Megan splendid, and arrive near a stack of plans in Guatemala?",1,1,Guatemala,6.8007183,0.9988883,0.3989926,0.3989926,-1.4816735,0.41641188,0.41641188,-1.3876135,-0.0536346,0.0,-0.0,0.49231166,0.49231166,-1.5691483,-0.2817691,0.0,-0.0,-0.6192753,0.0,-0.0
"Why is the painter miserable, and cry near a plate of stew on a ivory carpet with one stomach raised?",1,0,,-10.269111,3.4687007e-05,-0.5200645,0.0,-0.0,-0.9515003,0.0,-0.0,1.4601842,1.4601842,-5.532087,-1.2266412,0.0,-0.0,2.2141647,2.2141647,-6.0066113,1.9303873,1.9303873,-5.1328106
"William is boring, and travels near a stack of stories covering the hip before the meeting next week.",1,0,,-10.102984,4.095546e-05,2.270982,2.270982,-8.433374,2.0175123,2.0175123,-6.7229767,-1.4901384,0.0,-0.0,1.7648988,1.7648988,-5.625274,-1.6160809,0.0,-0.0,-2.0738745,0.0,-0.0
"Paul was beautiful, and danced near a stack of stories in Malta at mile 18 covering the feet.",1,1,Malta,6.8168464,0.998906,0.4200766,0.4200766,-1.5599697,0.6131395,0.6131395,-2.043171,-0.13796362,0.0,-0.0,0.5403659,0.5403659,-1.7223119,-0.3781489,0.0,-0.0,-0.30823058,0.0,-0.0
Does Lisa find the superb taco wearing a cyan jacket in Lithuania during the long quiet afternoon?,0,1,Lithuania,7.706058,0.99955004,-0.06572743,0.0,-0.0,0.07958877,0.07958877,-0.26521447,0.1630629,0.1630629,-0.6177838,0.21518755,0.21518755,-0.68586874,0.5048635,0.5048635,-1.3695995,0.63633084,0.63633084,-1.6919744
Is Pablo a fan of the boring lamb wearing a cyan jacket?,6,0,,-3.4669394,0.030267686,-0.5978772,0.0,-0.0,-1.1053457,0.0,-0.0,0.9800164,0.9800164,-3.7129123,-1.0084021,0.0,-0.0,1.8220125,1.8220125,-4.9427767,1.1561785,1.1561785,-3.0742252
Does the musician travel and then bake the great papers holding a plum bag for three days while waiting for the bus?,5,0,,-16.276628,8.533948e-08,1.997223,1.997223,-7.41676,2.576302,2.576302,-8.585037,-1.4210483,0.0,-0.0,2.454014,2.454014,-7.821696,-2.226707,0.0,-0.0,-1.9883447,0.0,-0.0
Did the traveler rest and then buy the horrible stamps in Colombia between the morning and evening shift?,5,1,Colombia,7.513379,0.99945456,0.6573323,0.6573323,-2.4410274,0.62024164,0.62024164,-2.0668375,0.18997486,0.18997486,-0.7197431,0.47041565,0.47041565,-1.499359,-0.074695826,0.0,-0.0,-0.3691871,0.0,-0.0
"Why is Ian gloomy, and arrive near a plate of sausage under a white sky in Belarus near gate fifteen shaking the thumb between the morning and evening shift?",1,1,Belarus,9.105064,0.9998889,0.28209227,0.28209227,-1.0475599,0.012353301,0.012353301,-0.04116503,0.46630985,0.46630985,-1.766672,-0.069883764,0.0,-0.0,0.7682926,0.7682926,-2.084233,0.66237485,0.66237485,-1.7612242
The cyclist thought the peach was pleasant in 12 minutes.,3,0,,-24.02498,3.6819974e-11,-2.3771126,0.0,-0.0,-1.9275817,0.0,-0.0,2.5499387,2.5499387,-9.660755,-1.8423867,0.0,-0.0,2.6878858,2.6878858,-7.2917275,3.2850661,3.2850661,-8.734839
The carpenter cooks the terrible chicken as part of the project.,0,0,,-20.101118,1.8629247e-09,-1.3961793,0.0,-0.0,-1.97028,0.0,-0.0,2.4396899,2.4396899,-9.243064,-2.1226542,0.0,-0.0,2.9067454,2.9067454,-7.8854523,2.2790234,2.2790234,-6.0598183
"Why was Mary awful, and smile near a stack of pictures with a coral cover in a characteristic way?",1,0,,-3.1844177,0.03975634,1.670835,1.670835,-6.204706,1.3073901,1.3073901,-4.3566294,-1.0591815,0.0,-0.0,1.307086,1.307086,-4.1660843,-0.6584053,0.0,-0.0,-1.1518135,0.0,-0.0
The neighbor thought the letters was nice in Japan.,3,1,Japan,7.4993978,0.9994469,0.268427,0.268427,-0.9968135,0.6137868,0.6137868,-2.0453281,0.17245264,0.17245264,-0.653358,0.5114153,0.5114153,-1.6300375,-0.21459031,0.0,-0.0,-0.25931618,0.0,-0.0
"Fiona is annoying, and laughs near a stack of tools painted peach in Greece near gate fifteen.",1,1,Greece,11.613099,0.99999094,0.646151,0.646151,-2.3995051,0.3751862,0.3751862,-1.2502369,0.049112335,0.049112335,-0.1860681,0.26574618,0.26574618,-0.8470146,0.335661,0.335661,-0.910585,0.22334462,0.22334462,-0.59386307
The writer works and then cooks the charming tortilla in Nepal resting a heart while waiting for the bus.,5,1,Nepal,7.6812863,0.9995389,-0.39451873,0.0,-0.0,-0.1379165,0.0,-0.0,0.6930487,0.6930487,-2.6257,-0.28459874,0.0,-0.0,0.71296066,0.71296066,-1.9341278,0.55874664,0.55874664,-1.4856815
Did the student collect the delightful donuts painted maroon in Bahamas with one finger raised?,0,1,Bahamas,9.751868,0.9999418,-0.120102786,0.0,-0.0,0.04355234,0.04355234,-0.1451299,0.54615057,0.54615057,-2.0691583,0.0013103485,0.0013103485,-0.004176483,0.6456285,0.6456285,-1.7514684,0.8251443,0.8251443,-2.1940207
The worker thought the egg was fabulous between the morning and evening shift.,3,0,,-8.440955,0.0002157973,-1.343946,0.0,-0.0,-1.0065818,0.0,-0.0,1.4383119,1.4383119,-5.449221,-0.9669465,0.0,-0.0,1.317537,1.317537,-3.5742292,1.2109638,1.2109638,-3.219897
The visitor works and then buys the happy pictures wearing a mauve jacket on day 11.,5,0,,-4.3805094,0.012364194,0.6428511,0.6428511,-2.387251,1.3934795,1.3934795,-4.643506,-0.50651556,0.0,-0.0,1.4142189,1.4142189,-4.50755,-0.9488157,0.0,-0.0,-0.3588909,0.0,-0.0
Sam baked those rotten tortilla dressed in sapphire in Zimbabwe with nine spare parts.,7,1,Zimbabwe,7.6584616,0.99952817,-0.10028055,0.0,-0.0,-0.34776098,0.0,-0.0,0.90218836,0.90218836,-3.4180512,-0.43618676,0.0,-0.0,1.1039102,1.1039102,-2.9947002,1.0438303,1.0438303,-2.7754965
The worker thinks the apple is amazing dressed in orange near gate 15 after the morning radio broadcast.,3,0,,-6.826983,0.0010829499,-1.2205722,0.0,-0.0,-0.46744144,0.0,-0.0,1.0571933,1.0571933,-4.0053062,-0.33399454,0.0,-0.0,1.1126493,1.1126493,-3.0184078,1.7124045,1.7124045,-4.5532045
Does the worker cook those kind candy in Lebanon holding their heart throughout the unexpected week?,7,1,Lebanon,8.759654,0.9998431,-0.263722,0.0,-0.0,-0.03824514,0.0,-0.0,0.563331,0.563331,-2.1342485,-0.10566029,0.0,-0.0,0.48079535,0.48079535,-1.3043071,0.3508557,0.3508557,-0.93290913
Does Daniel collect the painful tools with a ruby cover in Albania covering the brain?,0,1,Albania,8.79247,0.9998481,0.6949141,0.6949141,-2.5805888,0.44751108,0.44751108,-1.4912457,-0.45916826,0.0,-0.0,0.4798805,0.4798805,-1.5295265,0.18095595,0.18095595,-0.49089935,-0.17651154,0.0,-0.0
"Julia visits Zimbabwe, calling it happy and tried the local peach with a lime cover at seven in the morning covering the stomach as part of the project.",2,1,Zimbabwe,4.0527854,0.9829228,-0.30421036,0.0,-0.0,-0.11836481,0.0,-0.0,0.23585537,0.23585537,-0.89356697,-0.065054834,0.0,-0.0,0.93501353,0.93501353,-2.5365155,1.3423557,1.3423557,-3.569262
The cyclist was a fan of the tragic cookies by chapter 4 with a sense of curiosity.,6,0,,3.9249125,0.9806384,-0.05175796,0.0,-0.0,-0.35584015,0.0,-0.0,1.2078981,1.2078981,-4.57627,-0.5879011,0.0,-0.0,1.0936333,1.0936333,-2.966821,0.8527962,0.8527962,-2.2675457
Did the carpenter think the stamps was frustrating in Syria in twenty minutes shaking the tooth?,3,1,Syria,9.346126,0.99991274,0.6665915,0.6665915,-2.475412,0.7477541,0.7477541,-2.4917486,0.07262111,0.07262111,-0.27513397,0.53866273,0.53866273,-1.7168834,-0.14243877,0.0,-0.0,-0.17845438,0.0,-0.0
"Susan was kind, and ran near a plate of sausage and the lips was steady.",1,0,,-9.622279,6.62321e-05,-1.2387812,0.0,-0.0,-1.0543833,0.0,-0.0,0.9915559,0.9915559,-3.7566311,-0.9771035,0.0,-0.0,1.3543634,1.3543634,-3.6741326,1.2755326,1.2755326,-3.3915825
"Why is Tony sad, and arrive near a stack of boxes with one chance?",1,0,,-13.309513,1.6586364e-06,2.3250177,2.3250177,-8.634038,2.3013954,2.3013954,-7.6689634,-1.235238,0.0,-0.0,2.1281207,2.1281207,-6.782974,-2.0956259,0.0,-0.0,-2.309535,0.0,-0.0
The engineer serves the splendid milk.,0,0,,-2.728866,0.061291367,-0.9479343,0.0,-0.0,-0.62982184,0.0,-0.0,1.0189224,1.0189224,-3.8603127,-0.6095344,0.0,-0.0,0.91913307,0.91913307,-2.4934347,0.8047136,0.8047136,-2.1396964
Was the artist a fan of the pathetic photos painted white from Georgia shaking the face between the morning and evening shift?,6,1,Georgia,7.776147,0.99958056,0.57609344,0.57609344,-2.139344,0.76548505,0.76548505,-2.5508337,-0.22804299,0.0,-0.0,0.6645697,0.6645697,-2.1181874,-0.18048841,0.0,-0.0,-0.26721215,0.0,-0.0
"Did my friend visit the museum, calling it great and bought a few clothes covering the muscle during the long quiet afternoon?",2,0,,-7.432461,0.00059137965,1.0148369,1.0148369,-3.7686336,1.6772338,1.6772338,-5.589063,-1.0267729,0.0,-0.0,1.6256461,1.6256461,-5.181433,-1.4272013,0.0,-0.0,-1.2310511,0.0,-0.0
Did the visitor think the clothes was lame beside a violet fence across seven cities?,3,0,,-15.286347,2.2973309e-07,2.6867774,2.6867774,-9.977446,2.4189916,2.4189916,-8.06083,-1.3857284,0.0,-0.0,2.0973973,2.0973973,-6.685049,-1.3763427,0.0,-0.0,-1.5437543,0.0,-0.0
"Mike visits Kenya, calling it outstanding and bought a few tools under a grey sky in 12 minutes.",2,1,Kenya,9.722958,0.99994016,0.528445,0.528445,-1.9623997,0.56217146,0.56217146,-1.8733296,-0.12994155,0.0,-0.0,0.56285363,0.56285363,-1.7939873,0.03176576,0.03176576,-0.08617452,0.0063060224,0.0063060224,-0.016767424
Did Isaac think the songs was fantastic in Ukraine by chapter 4?,3,1,Ukraine,6.0539913,0.99765706,0.41260684,0.41260684,-1.5322305,0.5584346,0.5584346,-1.8608773,0.060669556,0.060669556,-0.22985405,0.6085879,0.6085879,-1.9397565,-0.44773757,0.0,-0.0,-0.44163376,0.0,-0.0
David was a fan of the splendid boxes from Bosnia after two hours shaking the elbow.,6,1,Bosnia,7.281501,0.9993123,0.6275283,0.6275283,-2.3303492,0.7490541,0.7490541,-2.4960806,-0.20118082,0.0,-0.0,0.61400336,0.61400336,-1.9570172,-0.50663936,0.0,-0.0,-0.54997426,0.0,-0.0
My friend ran and then ate the great hats holding a green bag.,5,0,,-8.085177,0.00030797702,1.1273408,1.1273408,-4.186421,1.5807084,1.5807084,-5.2674108,-1.2859885,0.0,-0.0,1.6209083,1.6209083,-5.1663322,-1.1417671,0.0,-0.0,-1.2553253,0.0,-0.0
Does the doctor bake the boring ice beside a silver fence in Armenia for thirty dollars during the long quiet afternoon?,0,1,Armenia,8.29975,0.9997515,-0.046884477,0.0,-0.0,0.007018447,0.007018447,-0.023387643,0.8613558,0.8613558,-3.263352,-0.099633306,0.0,-0.0,0.8788342,0.8788342,-2.3841114,0.94806755,0.94806755,-2.5208678
Was the carpenter a fan of the happy lettuce on a coral carpet for 3 days resting a skin throughout the unexpected week?,6,0,,-16.975168,4.2440266e-08,-1.8115993,0.0,-0.0,-1.2320085,0.0,-0.0,1.6054372,1.6054372,-6.0823956,-1.1154416,0.0,-0.0,1.9536641,1.9536641,-5.2999225,2.6691942,2.6691942,-7.0972643
Does Brian prepare the harsh pancakes in USA?,0,1,USA,9.27875,0.99990666,0.063609794,0.063609794,-0.23621728,-0.22738203,0.0,-0.0,0.49388874,0.49388874,-1.871158,-0.19546369,0.0,-0.0,0.49909866,0.49909866,-1.3539605,-0.05626297,0.0,-0.0
"Why was the chef great, and cry near a plate of coffee in Germany in 2024?",1,1,Germany,6.639125,0.9986935,-0.3071015,0.0,-0.0,-0.121392846,0.0,-0.0,1.1067687,1.1067687,-4.193129,-0.23164296,0.0,-0.0,0.7394549,0.7394549,-2.0060017,0.8494797,0.8494797,-2.2587273
Was Mike a fan of the horrible bananas near gate 15 between the morning and evening shift?,6,0,,-10.485688,2.7932598e-05,-0.7773,0.0,-0.0,-1.4264059,0.0,-0.0,1.7877555,1.7877555,-6.773131,-1.4674426,0.0,-0.0,2.1338863,2.1338863,-5.788831,1.6503446,1.6503446,-4.3881903
The journalist makes the dismal banana on day 11 resting a eyelash between the morning and evening shift.,0,0,,-4.0975795,0.016341362,0.06426354,0.06426354,-0.23864497,-0.4903563,0.0,-0.0,1.201801,1.201801,-4.55317,-0.8746275,0.0,-0.0,1.6114249,1.6114249,-4.371492,1.2835336,1.2835336,-3.4128566
"On today, does Susan make the frustrating maps in Spain?",4,1,Spain,6.896845,0.99899,0.73027486,0.73027486,-2.7119021,0.38527822,0.38527822,-1.2838665,0.033439428,0.033439428,-0.12668937,0.34484053,0.34484053,-1.0991126,-0.039824247,0.0,-0.0,-0.6465272,0.0,-0.0
The cyclist serves those lovely puzzles from row 8.,7,0,,-17.050022,3.937943e-08,2.0263014,2.0263014,-7.5247436,2.7679534,2.7679534,-9.22368,-1.3998525,0.0,-0.0,2.577966,2.577966,-8.216768,-2.4730363,0.0,-0.0,-2.0341878,0.0,-0.0
Is the carpenter a fan of the wonderful garlic from Oman with one chance while the children played outside?,6,1,Oman,7.2454834,0.9992872,-0.30888736,0.0,-0.0,-0.099582374,0.0,-0.0,0.8647573,0.8647573,-3.2762392,-0.11922759,0.0,-0.0,0.52877986,0.52877986,-1.4344801,0.62121034,0.62121034,-1.6517696
Does the worker make those dreadful games wearing a beige jacket in Paraguay at mile 18 and the chest was steady?,7,1,Paraguay,5.6317215,0.99643046,0.95893383,0.95893383,-3.5610356,0.91615593,0.91615593,-3.0529158,-0.40808123,0.0,-0.0,0.7112307,0.7112307,-2.2669106,0.25864023,0.25864023,-0.70164216,0.23829687,0.23829687,-0.6336204
"The manager visits the lake, calling it horrible and tried the local vegetables wearing a green jacket in 2024 while the children played outside.",2,0,,-9.425814,8.060949e-05,-0.77340233,0.0,-0.0,-1.1608446,0.0,-0.0,1.8871493,1.8871493,-7.149697,-1.3984363,0.0,-0.0,2.4906917,2.4906917,-6.756777,2.4341247,2.4341247,-6.472225
"Did the engineer visit Kenya, calling it charming and bought a few pictures dressed in cyan while waiting for the bus?",2,1,Kenya,8.418981,0.9997794,0.36500865,0.36500865,-1.3554729,0.645388,0.645388,-2.150633,-0.054816812,0.0,-0.0,0.6352493,0.6352493,-2.0247345,0.08390358,0.08390358,-0.2276146,0.11141375,0.11141375,-0.29624403
"Why is the volunteer pleasant, and rest near a plate of cake with a navy cover in Ecuador with one chance even after everyone went home?",1,1,Ecuador,8.421172,0.9997799,-0.19550325,0.0,-0.0,0.105523944,0.105523944,-0.35163853,0.5939055,0.5939055,-2.250084,0.07825774,0.07825774,-0.24943143,0.4887573,0.4887573,-1.3259064,0.6580299,0.6580299,-1.7496712
"On today, does the doctor pack the delighted books in Georgia?",4,1,Georgia,7.5806303,0.99949,0.25586843,0.25586843,-0.9501767,0.5292523,0.5292523,-1.7636328,0.06444722,0.06444722,-0.24416618,0.51705724,0.51705724,-1.6480201,-0.10023862,0.0,-0.0,-0.3327631,0.0,-0.0
Aisha liked the wonderful puzzles in Nepal throughout the unexpected week.,0,1,Nepal,7.394011,0.9993855,0.5122294,0.5122294,-1.9021823,0.58995247,0.58995247,-1.9659046,-0.058506608,0.0,-0.0,0.567375,0.567375,-1.8083982,-0.28704214,0.0,-0.0,-0.48325378,0.0,-0.0
Does the librarian serve those dismal stamps in Algeria at seven in the morning with one shoulder raised with a sense of curiosity?,7,1,Algeria,9.0626745,0.9998841,0.6319462,0.6319462,-2.3467553,0.74702215,0.74702215,-2.4893095,0.29562664,0.29562664,-1.1200178,0.5015108,0.5015108,-1.5984688,-0.14803416,0.0,-0.0,-0.08927184,0.0,-0.0
Aiden thinks the rice is pleasant in Malta.,3,1,Malta,9.438469,0.99992037,-0.054230332,0.0,-0.0,-0.063045144,0.0,-0.0,0.4519582,0.4519582,-1.7122991,-0.06941569,0.0,-0.0,0.33388275,0.33388275,-0.90576094,0.017500967,0.017500967,-0.046534263
The musician packed those nasty lemon in Armenia for 3 days with one elbow raised.,7,1,Armenia,8.844702,0.9998559,0.049662426,0.049662426,-0.18442322,-0.003297031,0.0,-0.0,0.77186984,0.77186984,-2.9243236,-0.25736773,0.0,-0.0,0.9287274,0.9287274,-2.5194623,1.2154897,1.2154897,-3.2319312
"Carol is wonderful, and dances near a plate of biscuit beside a amber fence with one ankle raised between the morning and evening shift.",1,0,,-12.080092,5.6712665e-06,-1.3156447,0.0,-0.0,-0.8035886,0.0,-0.0,0.87261134,0.87261134,-3.305995,-0.6209448,0.0,-0.0,1.111816,1.111816,-3.0161474,1.6037143,1.6037143,-4.2642026
"David is marvelous, and laughs near a stack of coins beside a brown fence in Venezuela at table 6 and the knee was steady.",1,1,Venezuela,8.259175,0.99974114,0.63359076,0.63359076,-2.3528624,0.77539074,0.77539074,-2.5838425,-0.290604,0.0,-0.0,0.6874916,0.6874916,-2.1912467,-0.23337555,0.0,-0.0,0.0187971,0.0187971,-0.04998062
"Jenny was lovely, and rested near a plate of fruit by chapter 4 and the toe was steady as part of the project.",1,0,,-24.99758,1.3921598e-11,-2.113677,0.0,-0.0,-1.5765789,0.0,-0.0,1.681203,1.681203,-6.369444,-1.415578,0.0,-0.0,1.8242582,1.8242582,-4.9488688,2.432064,2.432064,-6.4667463
"On this morning, did the gardener hate the frustrating banana for thirty dollars with one ear raised in a characteristic way?",4,0,,-13.175654,1.8962044e-06,-0.65027833,0.0,-0.0,-1.1887159,0.0,-0.0,1.8828479,1.8828479,-7.1334,-1.4785136,0.0,-0.0,2.1614265,2.1614265,-5.8635426,1.9200056,1.9200056,-5.1052065
The librarian made the awful songs in Syria.,0,1,Syria,8.435737,0.9997831,0.6321679,0.6321679,-2.3475783,0.6249114,0.6249114,-2.0823987,0.177758,0.177758,-0.673458,0.40753973,0.40753973,-1.2989541,0.091469795,0.091469795,-0.2481403,-0.25515756,0.0,-0.0
The writer packs those harsh apple with a grey cover in Netherlands in 12 minutes.,7,1,Netherlands,9.313969,0.9999099,0.20114838,0.20114838,-0.7469718,0.30870104,0.30870104,-1.0286876,0.6211865,0.6211865,-2.3534412,0.18830436,0.18830436,-0.6001838,0.6612882,0.6612882,-1.7939502,0.95528686,0.95528686,-2.5400636
Did the artist work and then pack the awesome mushroom holding a violet bag after 2 hours covering the eye between the morning and evening shift?,5,0,,-11.522653,9.903102e-06,-1.4860255,0.0,-0.0,-0.7432128,0.0,-0.0,1.2586167,1.2586167,-4.7684236,-0.610622,0.0,-0.0,1.3138167,1.3138167,-3.564137,2.1046193,2.1046193,-5.5960855
Does Sarah make those fantastic stamps after two hours though it had not been the plan?,7,0,,-21.783907,3.4623374e-10,2.5395794,2.5395794,-9.43082,2.916163,2.916163,-9.71756,-1.7692049,0.0,-0.0,2.8188078,2.8188078,-8.9844055,-2.8497257,0.0,-0.0,-2.6830966,0.0,-0.0
"Right now, Eli eats the fabulous pictures in Azerbaijan and the throat was steady.",4,1,Azerbaijan,9.8044815,0.9999448,0.46340263,0.46340263,-1.7208625,0.39581943,0.39581943,-1.3189931,-0.25454378,0.0,-0.0,0.33256394,0.33256394,-1.0599834,-0.088808954,0.0,-0.0,-0.39414266,0.0,-0.0
Did the photographer rest and then cook the splendid plans dressed in emerald in Finland at mile 18?,5,1,Finland,7.8812523,0.99962234,0.46234262,0.46234262,-1.7169261,0.72147965,0.72147965,-2.404194,-0.01449196,0.0,-0.0,0.73381454,0.73381454,-2.3388922,-0.17797303,0.0,-0.0,0.02239576,0.02239576,-0.059549294
Lucas likes the delighted pictures at table six shaking the shoulder even after everyone went home.,0,0,,-7.2087135,0.0007395612,1.1169603,1.1169603,-4.1478724,1.5329589,1.5329589,-5.1082945,-0.91741025,0.0,-0.0,1.494153,1.494153,-4.7623243,-1.5333763,0.0,-0.0,-1.2760911,0.0,-0.0
Does my friend pack those great stew painted ivory from row 8 covering the knee?,7,0,,-9.78448,5.6315745e-05,-1.3788792,0.0,-0.0,-0.9643056,0.0,-0.0,1.3055451,1.3055451,-4.9462175,-0.86115825,0.0,-0.0,1.4976931,1.4976931,-4.0629587,1.8698773,1.8698773,-4.9719176
Did Frank collect those delightful songs in Bosnia?,7,1,Bosnia,6.8033776,0.9988912,0.47770464,0.47770464,-1.7739735,0.5383266,0.5383266,-1.7938713,-0.09897345,0.0,-0.0,0.5782384,0.5782384,-1.8430233,-0.36160135,0.0,-0.0,-0.5786191,0.0,-0.0
Anthony bought those superb hats dressed in indigo in Norway with 9 spare parts.,7,1,Norway,8.635844,0.99982244,0.65426254,0.65426254,-2.4296277,0.77962625,0.77962625,-2.5979564,0.021989778,0.021989778,-0.08331097,0.700115,0.700115,-2.2314816,-0.29414362,0.0,-0.0,-0.10383558,0.0,-0.0
"Why is Sarah boring, and arrive near a plate of pizza with a yellow cover with eleven attempts?",1,0,,-13.650828,1.1790169e-06,-1.2870878,0.0,-0.0,-1.7329701,0.0,-0.0,2.131838,2.131838,-8.07673,-1.7141469,0.0,-0.0,2.5652685,2.5652685,-6.9590898,2.4379823,2.4379823,-6.4824824
"Does the teacher visit the city, calling it pleasant and tried the local waffle?",2,0,,-13.480323,1.3982009e-06,-1.7420732,0.0,-0.0,-1.4614438,0.0,-0.0,1.8568708,1.8568708,-7.0349827,-1.3572083,0.0,-0.0,1.9804825,1.9804825,-5.3726754,1.8370373,1.8370373,-4.884598
Chris was a fan of the brilliant tomato with a ruby cover from Uganda at table six in a characteristic way.,6,1,Uganda,7.6534114,0.9995258,-0.16254282,0.0,-0.0,-0.00743258,0.0,-0.0,0.53882146,0.53882146,-2.0413911,0.016728401,0.016728401,-0.05331855,0.5499597,0.5499597,-1.491937,0.8369032,0.8369032,-2.225287
Does the carpenter think the papers is harsh in Estonia throughout the unexpected week?,3,1,Estonia,8.617186,0.9998191,0.3820157,0.3820157,-1.4186292,0.54761755,0.54761755,-1.8248316,0.30285722,0.30285722,-1.1474117,0.41115236,0.41115236,-1.3104688,0.019349337,0.019349337,-0.052491102,-0.15284225,0.0,-0.0
The traveler was a fan of the painful fish resting a hair.,6,0,,-19.35859,3.9144568e-09,-0.9953349,0.0,-0.0,-1.7185748,0.0,-0.0,1.8745192,1.8745192,-7.1018457,-1.9361115,0.0,-0.0,2.6545296,2.6545296,-7.201238,1.9222,1.9222,-5.111041
"Why is the chef wretched, and walk near a plate of kebab on a red carpet in Slovakia?",1,1,Slovakia,8.30163,0.999752,0.11569303,0.11569303,-0.42963028,-0.012569666,0.0,-0.0,0.35203597,0.35203597,-1.3337314,-0.082493484,0.0,-0.0,0.95061684,0.95061684,-2.5788443,0.58363026,0.58363026,-1.551846
The engineer was a fan of the wonderful songs painted sapphire from Japan with five friends.,6,1,Japan,8.06402,0.9996854,0.27081907,0.27081907,-1.0056964,0.67251706,0.67251706,-2.2410355,0.35947922,0.35947922,-1.3619311,0.5389566,0.5389566,-1.71782,0.17058292,0.17058292,-0.46275932,0.47844386,0.47844386,-1.2721602
"On yesterday, did my friend pack the incredible pictures holding a beige bag covering the head while the children played outside?",4,0,,-13.019039,2.2176969e-06,1.4663403,1.4663403,-5.4453077,2.1976824,2.1976824,-7.3233595,-1.6422151,0.0,-0.0,2.184979,2.184979,-6.9641986,-1.7667037,0.0,-0.0,-1.3873448,0.0,-0.0
"Yesterday, Zoe found the splendid stamps on day 11 shaking the mouth.",4,0,,-0.16178143,0.4596426,1.0983206,1.0983206,-4.0786533,1.3466986,1.3466986,-4.4876175,-0.6954794,0.0,-0.0,1.2057908,1.2057908,-3.8432252,-1.1452516,0.0,-0.0,-0.9689914,0.0,-0.0
"Does Eva visit Bulgaria, calling it harsh and tried the local stew by the beige door?",2,1,Bulgaria,9.234737,0.99990237,0.40736145,0.40736145,-1.5127515,0.08024442,0.08024442,-0.2673993,0.13503239,0.13503239,-0.5115867,0.1281569,0.1281569,-0.40847537,0.8443298,0.8443298,-2.2905076,0.60451025,0.60451025,-1.6073649
Henry bought those gloomy pictures by the green door in Laos with eleven attempts resting a ear.,7,1,Laos,3.920555,0.9805555,1.4133315,1.4133315,-5.248458,1.343017,1.343017,-4.475349,-0.6067265,0.0,-0.0,1.1029487,1.1029487,-3.515436,-0.5249597,0.0,-0.0,-0.3517943,0.0,-0.0
"Right now, the painter prepares the useless pictures dressed in lemon from row 8 holding their eyes while the children played outside.",4,0,,1.3827363,0.79943013,0.9782505,0.9782505,-3.6327686,0.39702916,0.39702916,-1.3230243,0.13857235,0.13857235,-0.52499837,0.03333664,0.03333664,-0.1062541,0.76578254,0.76578254,-2.0774236,0.4453224,0.4453224,-1.1840917
Did Bella cry and then cook the useless songs as part of the project?,5,0,,0.848794,0.7003141,0.8436176,0.8436176,-3.1328046,0.16086215,0.16086215,-0.5360426,0.19088206,0.19088206,-0.72318006,0.052398324,0.052398324,-0.16700953,0.3348389,0.3348389,-0.9083548,-0.60918593,0.0,-0.0
Did Rebecca buy the useless boxes on a purple carpet?,0,0,,-11.048102,1.5917072e-05,2.2545965,2.2545965,-8.372526,1.8042752,1.8042752,-6.0124044,-1.2798319,0.0,-0.0,1.6511359,1.6511359,-5.2626767,-0.9586685,0.0,-0.0,-1.4756578,0.0,-0.0
